,Dataline,Play,PlayerLinenumber,ActSceneLine,Player,PlayerLine
103652,103653,Twelfth Night,17.0,2.3.40,Clown,That can sing both high and low:
103653,103654,Twelfth Night,17.0,2.3.41,Clown,"Trip no further, pretty sweeting,"
103654,103655,Twelfth Night,17.0,2.3.42,Clown,"Journeys end in lovers meeting,"
103655,103656,Twelfth Night,17.0,2.3.43,Clown,Every wise man's son doth know.
103656,103657,Twelfth Night,18.0,2.3.44,SIR ANDREW,"Excellent good, i' faith."
103657,103658,Twelfth Night,19.0,2.3.45,SIR TOBY BELCH,"Good, good."
103658,103659,Twelfth Night,20.0,2.3.46,Clown,[Sings]
103659,103660,Twelfth Night,20.0,2.3.47,Clown,"What is love? 'tis not hereafter,"
103660,103661,Twelfth Night,20.0,2.3.48,Clown,"Present mirth hath present laughter,"
103661,103662,Twelfth Night,20.0,2.3.49,Clown,What's to come is still unsure:
103662,103663,Twelfth Night,20.0,2.3.50,Clown,"In delay there lies no plenty,"
103663,103664,Twelfth Night,20.0,2.3.51,Clown,"Then come kiss me, sweet and twenty,"
103664,103665,Twelfth Night,20.0,2.3.52,Clown,Youth's a stuff will not endure.
103665,103666,Twelfth Night,21.0,2.3.53,SIR ANDREW,"A mellifluous voice, as I am true knight."
103666,103667,Twelfth Night,22.0,2.3.54,SIR TOBY BELCH,A contagious breath.
103667,103668,Twelfth Night,23.0,2.3.55,SIR ANDREW,"Very sweet and contagious, i' faith."
103668,103669,Twelfth Night,24.0,2.3.56,SIR TOBY BELCH,"To hear by the nose, it is dulcet in contagion."
103669,103670,Twelfth Night,24.0,2.3.57,SIR TOBY BELCH,But shall we make the welkin dance indeed? shall we
103670,103671,Twelfth Night,24.0,2.3.58,SIR TOBY BELCH,rouse the night-owl in a catch that will draw three
103671,103672,Twelfth Night,24.0,2.3.59,SIR TOBY BELCH,souls out of one weaver? shall we do that?
103672,103673,Twelfth Night,25.0,2.3.60,SIR ANDREW,"An you love me, let's do't: I am dog at a catch."
103673,103674,Twelfth Night,26.0,2.3.61,Clown,"By'r lady, sir, and some dogs will catch well."
103674,103675,Twelfth Night,27.0,2.3.62,SIR ANDREW,"Most certain. Let our catch be, 'Thou knave.'"
103675,103676,Twelfth Night,28.0,2.3.63,Clown,"'Hold thy peace, thou knave,' knight? I shall be"
103676,103677,Twelfth Night,28.0,2.3.64,Clown,"constrained in't to call thee knave, knight."
103677,103678,Twelfth Night,29.0,2.3.65,SIR ANDREW,'Tis not the first time I have constrained one to
103678,103679,Twelfth Night,29.0,2.3.66,SIR ANDREW,"call me knave. Begin, fool: it begins 'Hold thy peace.'"
103679,103680,Twelfth Night,30.0,2.3.67,Clown,I shall never begin if I hold my peace.
103680,103681,Twelfth Night,31.0,2.3.68,SIR ANDREW,"Good, i' faith. Come, begin."
103681,103682,Twelfth Night,31.0,,SIR ANDREW,Catch sung
103682,103683,Twelfth Night,31.0,,SIR ANDREW,Enter MARIA
103683,103684,Twelfth Night,32.0,2.3.69,MARIA,What a caterwauling do you keep here! If my lady
103684,103685,Twelfth Night,32.0,2.3.70,MARIA,have not called up her steward Malvolio and bid him
103685,103686,Twelfth Night,32.0,2.3.71,MARIA,"turn you out of doors, never trust me."
103686,103687,Twelfth Night,33.0,2.3.72,SIR TOBY BELCH,"My lady's a Cataian, we are politicians, Malvolio's"
103687,103688,Twelfth Night,33.0,2.3.73,SIR TOBY BELCH,"a Peg-a-Ramsey, and 'Three merry men be we.' Am not"
103688,103689,Twelfth Night,33.0,2.3.74,SIR TOBY BELCH,I consanguineous? am I not of her blood?
103689,103690,Twelfth Night,33.0,2.3.75,SIR TOBY BELCH,Tillyvally. Lady!
103690,103691,Twelfth Night,33.0,,SIR TOBY BELCH,Sings
103691,103692,Twelfth Night,33.0,2.3.76,SIR TOBY BELCH,"'There dwelt a man in Babylon, lady, lady!'"
103692,103693,Twelfth Night,34.0,2.3.77,Clown,"Beshrew me, the knight's in admirable fooling."
103693,103694,Twelfth Night,35.0,2.3.78,SIR ANDREW,"Ay, he does well enough if he be disposed, and so do"
103694,103695,Twelfth Night,35.0,2.3.79,SIR ANDREW,"I too: he does it with a better grace, but I do it"
103695,103696,Twelfth Night,35.0,2.3.80,SIR ANDREW,more natural.
103696,103697,Twelfth Night,36.0,2.3.81,SIR TOBY BELCH,"[Sings]  'O, the twelfth day of December,'--"
103697,103698,Twelfth Night,37.0,2.3.82,MARIA,"For the love o' God, peace!"
103698,103699,Twelfth Night,37.0,,MARIA,Enter MALVOLIO
103699,103700,Twelfth Night,38.0,2.3.83,MALVOLIO,"My masters, are you mad? or what are you? Have ye"
103700,103701,Twelfth Night,38.0,2.3.84,MALVOLIO,"no wit, manners, nor honesty, but to gabble like"
103701,103702,Twelfth Night,38.0,2.3.85,MALVOLIO,tinkers at this time of night? Do ye make an
103702,103703,Twelfth Night,38.0,2.3.86,MALVOLIO,"alehouse of my lady's house, that ye squeak out your"
103703,103704,Twelfth Night,38.0,2.3.87,MALVOLIO,coziers' catches without any mitigation or remorse
103704,103705,Twelfth Night,38.0,2.3.88,MALVOLIO,"of voice? Is there no respect of place, persons, nor"
103705,103706,Twelfth Night,38.0,2.3.89,MALVOLIO,time in you?
103706,103707,Twelfth Night,39.0,2.3.90,SIR TOBY BELCH,"We did keep time, sir, in our catches. Sneck up!"
103707,103708,Twelfth Night,40.0,2.3.91,MALVOLIO,"Sir Toby, I must be round with you. My lady bade me"
103708,103709,Twelfth Night,40.0,2.3.92,MALVOLIO,"tell you, that, though she harbours you as her"
103709,103710,Twelfth Night,40.0,2.3.93,MALVOLIO,"kinsman, she's nothing allied to your disorders. If"
103710,103711,Twelfth Night,40.0,2.3.94,MALVOLIO,"you can separate yourself and your misdemeanors, you"
103711,103712,Twelfth Night,40.0,2.3.95,MALVOLIO,"are welcome to the house, if not, an it would please"
103712,103713,Twelfth Night,40.0,2.3.96,MALVOLIO,"you to take leave of her, she is very willing to bid"
103713,103714,Twelfth Night,40.0,2.3.97,MALVOLIO,you farewell.
103714,103715,Twelfth Night,41.0,2.3.98,SIR TOBY BELCH,"'Farewell, dear heart, since I must needs be gone.'"
103715,103716,Twelfth Night,42.0,2.3.99,MARIA,"Nay, good Sir Toby."
103716,103717,Twelfth Night,43.0,2.3.100,Clown,'His eyes do show his days are almost done.'
103717,103718,Twelfth Night,44.0,2.3.101,MALVOLIO,Is't even so?
103718,103719,Twelfth Night,45.0,2.3.102,SIR TOBY BELCH,'But I will never die.'
103719,103720,Twelfth Night,46.0,2.3.103,Clown,"Sir Toby, there you lie."
103720,103721,Twelfth Night,47.0,2.3.104,MALVOLIO,This is much credit to you.
103721,103722,Twelfth Night,48.0,2.3.105,SIR TOBY BELCH,'Shall I bid him go?'
103722,103723,Twelfth Night,49.0,2.3.106,Clown,'What an if you do?'
103723,103724,Twelfth Night,50.0,2.3.107,SIR TOBY BELCH,"'Shall I bid him go, and spare not?'"
103724,103725,Twelfth Night,51.0,2.3.108,Clown,"'O no, no, no, no, you dare not.'"
103725,103726,Twelfth Night,52.0,2.3.109,SIR TOBY BELCH,"Out o' tune, sir: ye lie. Art any more than a"
103726,103727,Twelfth Night,52.0,2.3.110,SIR TOBY BELCH,"steward? Dost thou think, because thou art"
103727,103728,Twelfth Night,52.0,2.3.111,SIR TOBY BELCH,"virtuous, there shall be no more cakes and ale?"
103728,103729,Twelfth Night,53.0,2.3.112,Clown,"Yes, by Saint Anne, and ginger shall be hot i' the"
103729,103730,Twelfth Night,53.0,2.3.113,Clown,mouth too.
103730,103731,Twelfth Night,54.0,2.3.114,SIR TOBY BELCH,"Thou'rt i' the right. Go, sir, rub your chain with"
103731,103732,Twelfth Night,54.0,2.3.115,SIR TOBY BELCH,"crumbs. A stoup of wine, Maria!"
103732,103733,Twelfth Night,55.0,2.3.116,MALVOLIO,"Mistress Mary, if you prized my lady's favour at any"
103733,103734,Twelfth Night,55.0,2.3.117,MALVOLIO,"thing more than contempt, you would not give means"
103734,103735,Twelfth Night,55.0,2.3.118,MALVOLIO,"for this uncivil rule: she shall know of it, by this hand."
103735,103736,Twelfth Night,55.0,,MALVOLIO,Exit
103736,103737,Twelfth Night,56.0,2.3.119,MARIA,Go shake your ears.
103737,103738,Twelfth Night,57.0,2.3.120,SIR ANDREW,'Twere as good a deed as to drink when a man's
103738,103739,Twelfth Night,57.0,2.3.121,SIR ANDREW,"a-hungry, to challenge him the field, and then to"
103739,103740,Twelfth Night,57.0,2.3.122,SIR ANDREW,break promise with him and make a fool of him.
103740,103741,Twelfth Night,58.0,2.3.123,SIR TOBY BELCH,"Do't, knight: I'll write thee a challenge: or I'll"
103741,103742,Twelfth Night,58.0,2.3.124,SIR TOBY BELCH,deliver thy indignation to him by word of mouth.
103742,103743,Twelfth Night,59.0,2.3.125,MARIA,"Sweet Sir Toby, be patient for tonight: since the"
103743,103744,Twelfth Night,59.0,2.3.126,MARIA,"youth of the count's was today with thy lady, she is"
103744,103745,Twelfth Night,59.0,2.3.127,MARIA,"much out of quiet. For Monsieur Malvolio, let me"
103745,103746,Twelfth Night,59.0,2.3.128,MARIA,alone with him: if I do not gull him into a
103746,103747,Twelfth Night,59.0,2.3.129,MARIA,"nayword, and make him a common recreation, do not"
103747,103748,Twelfth Night,59.0,2.3.130,MARIA,think I have wit enough to lie straight in my bed:
103748,103749,Twelfth Night,59.0,2.3.131,MARIA,I know I can do it.
103749,103750,Twelfth Night,60.0,2.3.132,SIR TOBY BELCH,"Possess us, possess us, tell us something of him."
103750,103751,Twelfth Night,61.0,2.3.133,MARIA,"Marry, sir, sometimes he is a kind of puritan."
103751,103752,Twelfth Night,62.0,2.3.134,SIR ANDREW,"O, if I thought that I'ld beat him like a dog!"
103752,103753,Twelfth Night,63.0,2.3.135,SIR TOBY BELCH,"What, for being a puritan? thy exquisite reason,"
103753,103754,Twelfth Night,63.0,2.3.136,SIR TOBY BELCH,dear knight?
103754,103755,Twelfth Night,64.0,2.3.137,SIR ANDREW,"I have no exquisite reason for't, but I have reason"
103755,103756,Twelfth Night,64.0,2.3.138,SIR ANDREW,good enough.
103756,103757,Twelfth Night,65.0,2.3.139,MARIA,"The devil a puritan that he is, or any thing"
103757,103758,Twelfth Night,65.0,2.3.140,MARIA,"constantly, but a time-pleaser, an affectioned ass,"
103758,103759,Twelfth Night,65.0,2.3.141,MARIA,that cons state without book and utters it by great
103759,103760,Twelfth Night,65.0,2.3.142,MARIA,"swarths: the best persuaded of himself, so"
103760,103761,Twelfth Night,65.0,2.3.143,MARIA,"crammed, as he thinks, with excellencies, that it is"
103761,103762,Twelfth Night,65.0,2.3.144,MARIA,his grounds of faith that all that look on him love
103762,103763,Twelfth Night,65.0,2.3.145,MARIA,"him, and on that vice in him will my revenge find"
103763,103764,Twelfth Night,65.0,2.3.146,MARIA,notable cause to work.
103764,103765,Twelfth Night,66.0,2.3.147,SIR TOBY BELCH,What wilt thou do?
103765,103766,Twelfth Night,67.0,2.3.148,MARIA,I will drop in his way some obscure epistles of
103766,103767,Twelfth Night,67.0,2.3.149,MARIA,"love, wherein, by the colour of his beard, the shape"
103767,103768,Twelfth Night,67.0,2.3.150,MARIA,"of his leg, the manner of his gait, the expressure"
103768,103769,Twelfth Night,67.0,2.3.151,MARIA,"of his eye, forehead, and complexion, he shall find"
103769,103770,Twelfth Night,67.0,2.3.152,MARIA,himself most feelingly personated. I can write very
103770,103771,Twelfth Night,67.0,2.3.153,MARIA,like my lady your niece: on a forgotten matter we
103771,103772,Twelfth Night,67.0,2.3.154,MARIA,can hardly make distinction of our hands.
103772,103773,Twelfth Night,68.0,2.3.155,SIR TOBY BELCH,Excellent! I smell a device.
103773,103774,Twelfth Night,69.0,2.3.156,SIR ANDREW,I have't in my nose too.
103774,103775,Twelfth Night,70.0,2.3.157,SIR TOBY BELCH,"He shall think, by the letters that thou wilt drop,"
103775,103776,Twelfth Night,70.0,2.3.158,SIR TOBY BELCH,"that they come from my niece, and that she's in"
103776,103777,Twelfth Night,70.0,2.3.159,SIR TOBY BELCH,love with him.
103777,103778,Twelfth Night,71.0,2.3.160,MARIA,"My purpose is, indeed, a horse of that colour."
103778,103779,Twelfth Night,72.0,2.3.161,SIR ANDREW,And your horse now would make him an ass.
103779,103780,Twelfth Night,73.0,2.3.162,MARIA,"Ass, I doubt not."
103780,103781,Twelfth Night,74.0,2.3.163,SIR ANDREW,"O, 'twill be admirable!"
103781,103782,Twelfth Night,75.0,2.3.164,MARIA,"Sport royal, I warrant you: I know my physic will"
103782,103783,Twelfth Night,75.0,2.3.165,MARIA,"work with him. I will plant you two, and let the"
103783,103784,Twelfth Night,75.0,2.3.166,MARIA,"fool make a third, where he shall find the letter:"
103784,103785,Twelfth Night,75.0,2.3.167,MARIA,"observe his construction of it. For this night, to"
103785,103786,Twelfth Night,75.0,2.3.168,MARIA,"bed, and dream on the event. Farewell."
103786,103787,Twelfth Night,75.0,,MARIA,Exit
103787,103788,Twelfth Night,76.0,2.3.169,SIR TOBY BELCH,"Good night, Penthesilea."
103788,103789,Twelfth Night,77.0,2.3.170,SIR ANDREW,"Before me, she's a good wench."
103789,103790,Twelfth Night,78.0,2.3.171,SIR TOBY BELCH,"She's a beagle, true-bred, and one that adores me:"
103790,103791,Twelfth Night,78.0,2.3.172,SIR TOBY BELCH,what o' that?
103791,103792,Twelfth Night,79.0,2.3.173,SIR ANDREW,I was adored once too.
103792,103793,Twelfth Night,80.0,2.3.174,SIR TOBY BELCH,"Let's to bed, knight. Thou hadst need send for"
103793,103794,Twelfth Night,80.0,2.3.175,SIR TOBY BELCH,more money.
103794,103795,Twelfth Night,81.0,2.3.176,SIR ANDREW,"If I cannot recover your niece, I am a foul way out."
103795,103796,Twelfth Night,82.0,2.3.177,SIR TOBY BELCH,"Send for money, knight: if thou hast her not i'"
103796,103797,Twelfth Night,82.0,2.3.178,SIR TOBY BELCH,"the end, call me cut."
103797,103798,Twelfth Night,83.0,2.3.179,SIR ANDREW,"If I do not, never trust me, take it how you will."
103798,103799,Twelfth Night,84.0,2.3.180,SIR TOBY BELCH,"Come, come, I'll go burn some sack, 'tis too late"
103799,103800,Twelfth Night,84.0,2.3.181,SIR TOBY BELCH,"to go to bed now: come, knight, come, knight."
103800,103801,Twelfth Night,84.0,,SIR TOBY BELCH,Exeunt
103801,103802,Twelfth Night,84.0,,SIR TOBY BELCH,SCENE IV. DUKE ORSINO's palace.
103802,103803,Twelfth Night,84.0,,SIR TOBY BELCH,"Enter DUKE ORSINO, VIOLA, CURIO, and others"
103803,103804,Twelfth Night,1.0,2.4.1,DUKE ORSINO,"Give me some music. Now, good morrow, friends."
103804,103805,Twelfth Night,1.0,2.4.2,DUKE ORSINO,"Now, good Cesario, but that piece of song,"
103805,103806,Twelfth Night,1.0,2.4.3,DUKE ORSINO,That old and antique song we heard last night:
103806,103807,Twelfth Night,1.0,2.4.4,DUKE ORSINO,"Methought it did relieve my passion much,"
103807,103808,Twelfth Night,1.0,2.4.5,DUKE ORSINO,More than light airs and recollected terms
103808,103809,Twelfth Night,1.0,2.4.6,DUKE ORSINO,Of these most brisk and giddy-paced times:
103809,103810,Twelfth Night,1.0,2.4.7,DUKE ORSINO,"Come, but one verse."
103810,103811,Twelfth Night,2.0,2.4.8,CURIO,"He is not here, so please your lordship that should sing it."
103811,103812,Twelfth Night,3.0,2.4.9,DUKE ORSINO,Who was it?
103812,103813,Twelfth Night,4.0,2.4.10,CURIO,"Feste, the jester, my lord, a fool that the lady"
103813,103814,Twelfth Night,4.0,2.4.11,CURIO,Olivia's father took much delight in. He is about the house.
103814,103815,Twelfth Night,5.0,2.4.12,DUKE ORSINO,"Seek him out, and play the tune the while."
103815,103816,Twelfth Night,5.0,,DUKE ORSINO,Exit CURIO. Music plays
103816,103817,Twelfth Night,5.0,2.4.13,DUKE ORSINO,"Come hither, boy: if ever thou shalt love,"
103817,103818,Twelfth Night,5.0,2.4.14,DUKE ORSINO,"In the sweet pangs of it remember me,"
103818,103819,Twelfth Night,5.0,2.4.15,DUKE ORSINO,"For such as I am all true lovers are,"
103819,103820,Twelfth Night,5.0,2.4.16,DUKE ORSINO,"Unstaid and skittish in all motions else,"
103820,103821,Twelfth Night,5.0,2.4.17,DUKE ORSINO,Save in the constant image of the creature
103821,103822,Twelfth Night,5.0,2.4.18,DUKE ORSINO,That is beloved. How dost thou like this tune?
103822,103823,Twelfth Night,6.0,2.4.19,VIOLA,It gives a very echo to the seat
103823,103824,Twelfth Night,6.0,2.4.20,VIOLA,Where Love is throned.
103824,103825,Twelfth Night,7.0,2.4.21,DUKE ORSINO,Thou dost speak masterly:
103825,103826,Twelfth Night,7.0,2.4.22,DUKE ORSINO,"My life upon't, young though thou art, thine eye"
103826,103827,Twelfth Night,7.0,2.4.23,DUKE ORSINO,Hath stay'd upon some favour that it loves:
103827,103828,Twelfth Night,7.0,2.4.24,DUKE ORSINO,"Hath it not, boy?"
103828,103829,Twelfth Night,8.0,2.4.25,VIOLA,"A little, by your favour."
103829,103830,Twelfth Night,9.0,2.4.26,DUKE ORSINO,What kind of woman is't?
103830,103831,Twelfth Night,10.0,2.4.27,VIOLA,Of your complexion.
103831,103832,Twelfth Night,11.0,2.4.28,DUKE ORSINO,"She is not worth thee, then. What years, i' faith?"
103832,103833,Twelfth Night,12.0,2.4.29,VIOLA,"About your years, my lord."
103833,103834,Twelfth Night,13.0,2.4.30,DUKE ORSINO,Too old by heaven: let still the woman take
103834,103835,Twelfth Night,13.0,2.4.31,DUKE ORSINO,"An elder than herself: so wears she to him,"
103835,103836,Twelfth Night,13.0,2.4.32,DUKE ORSINO,So sways she level in her husband's heart:
103836,103837,Twelfth Night,13.0,2.4.33,DUKE ORSINO,"For, boy, however we do praise ourselves,"
103837,103838,Twelfth Night,13.0,2.4.34,DUKE ORSINO,"Our fancies are more giddy and unfirm,"
103838,103839,Twelfth Night,13.0,2.4.35,DUKE ORSINO,"More longing, wavering, sooner lost and worn,"
103839,103840,Twelfth Night,13.0,2.4.36,DUKE ORSINO,Than women's are.
103840,103841,Twelfth Night,14.0,2.4.37,VIOLA,"I think it well, my lord."
103841,103842,Twelfth Night,15.0,2.4.38,DUKE ORSINO,"Then let thy love be younger than thyself,"
103842,103843,Twelfth Night,15.0,2.4.39,DUKE ORSINO,"Or thy affection cannot hold the bent,"
103843,103844,Twelfth Night,15.0,2.4.40,DUKE ORSINO,"For women are as roses, whose fair flower"
103844,103845,Twelfth Night,15.0,2.4.41,DUKE ORSINO,"Being once display'd, doth fall that very hour."
103845,103846,Twelfth Night,16.0,2.4.42,VIOLA,"And so they are: alas, that they are so,"
103846,103847,Twelfth Night,16.0,2.4.43,VIOLA,"To die, even when they to perfection grow!"
103847,103848,Twelfth Night,16.0,,VIOLA,Re-enter CURIO and Clown
103848,103849,Twelfth Night,17.0,2.4.44,DUKE ORSINO,"O, fellow, come, the song we had last night."
103849,103850,Twelfth Night,17.0,2.4.45,DUKE ORSINO,"Mark it, Cesario, it is old and plain,"
103850,103851,Twelfth Night,17.0,2.4.46,DUKE ORSINO,The spinsters and the knitters in the sun
103851,103852,Twelfth Night,17.0,2.4.47,DUKE ORSINO,And the free maids that weave their thread with bones
103852,103853,Twelfth Night,17.0,2.4.48,DUKE ORSINO,"Do use to chant it: it is silly sooth,"
103853,103854,Twelfth Night,17.0,2.4.49,DUKE ORSINO,"And dallies with the innocence of love,"
103854,103855,Twelfth Night,17.0,2.4.50,DUKE ORSINO,Like the old age.
103855,103856,Twelfth Night,18.0,2.4.51,Clown,"Are you ready, sir?"
103856,103857,Twelfth Night,19.0,2.4.52,DUKE ORSINO,"Ay, prithee, sing."
103857,103858,Twelfth Night,19.0,,DUKE ORSINO,Music
103858,103859,Twelfth Night,19.0,2.4.53,DUKE ORSINO,SONG.
103859,103860,Twelfth Night,20.0,2.4.54,Clown,"Come away, come away, death,"
103860,103861,Twelfth Night,20.0,2.4.55,Clown,"And in sad cypress let me be laid,"
103861,103862,Twelfth Night,20.0,2.4.56,Clown,"Fly away, fly away breath,"
103862,103863,Twelfth Night,20.0,2.4.57,Clown,I am slain by a fair cruel maid.
103863,103864,Twelfth Night,20.0,2.4.58,Clown,"My shroud of white, stuck all with yew,"
103864,103865,Twelfth Night,20.0,2.4.59,Clown,"O, prepare it!"
103865,103866,Twelfth Night,20.0,2.4.60,Clown,"My part of death, no one so true"
103866,103867,Twelfth Night,20.0,2.4.61,Clown,Did share it.
103867,103868,Twelfth Night,20.0,2.4.62,Clown,"Not a flower, not a flower sweet"
103868,103869,Twelfth Night,20.0,2.4.63,Clown,"On my black coffin let there be strown,"
