,Dataline,Play,PlayerLinenumber,ActSceneLine,Player,PlayerLine
104304,104305,Twelfth Night,64.0,3.1.148,OLIVIA,"Cesario, by the roses of the spring,"
104305,104306,Twelfth Night,64.0,3.1.149,OLIVIA,"By maidhood, honour, truth and every thing,"
104306,104307,Twelfth Night,64.0,3.1.150,OLIVIA,"I love thee so, that, maugre all thy pride,"
104307,104308,Twelfth Night,64.0,3.1.151,OLIVIA,Nor wit nor reason can my passion hide.
104308,104309,Twelfth Night,64.0,3.1.152,OLIVIA,"Do not extort thy reasons from this clause,"
104309,104310,Twelfth Night,64.0,3.1.153,OLIVIA,"For that I woo, thou therefore hast no cause,"
104310,104311,Twelfth Night,64.0,3.1.154,OLIVIA,"But rather reason thus with reason fetter,"
104311,104312,Twelfth Night,64.0,3.1.155,OLIVIA,"Love sought is good, but given unsought better."
104312,104313,Twelfth Night,65.0,3.1.156,VIOLA,"By innocence I swear, and by my youth"
104313,104314,Twelfth Night,65.0,3.1.157,VIOLA,"I have one heart, one bosom and one truth,"
104314,104315,Twelfth Night,65.0,3.1.158,VIOLA,"And that no woman has, nor never none"
104315,104316,Twelfth Night,65.0,3.1.159,VIOLA,"Shall mistress be of it, save I alone."
104316,104317,Twelfth Night,65.0,3.1.160,VIOLA,"And so adieu, good madam: never more"
104317,104318,Twelfth Night,65.0,3.1.161,VIOLA,Will I my master's tears to you deplore.
104318,104319,Twelfth Night,66.0,3.1.162,OLIVIA,"Yet come again, for thou perhaps mayst move"
104319,104320,Twelfth Night,66.0,3.1.163,OLIVIA,"That heart, which now abhors, to like his love."
104320,104321,Twelfth Night,66.0,,OLIVIA,Exeunt
104321,104322,Twelfth Night,66.0,,OLIVIA,SCENE II. OLIVIA's house.
104322,104323,Twelfth Night,66.0,,OLIVIA,"Enter SIR TOBY BELCH, SIR ANDREW, and FABIAN"
104323,104324,Twelfth Night,1.0,3.2.1,SIR ANDREW,"No, faith, I'll not stay a jot longer."
104324,104325,Twelfth Night,2.0,3.2.2,SIR TOBY BELCH,"Thy reason, dear venom, give thy reason."
104325,104326,Twelfth Night,3.0,3.2.3,FABIAN,"You must needs yield your reason, Sir Andrew."
104326,104327,Twelfth Night,4.0,3.2.4,SIR ANDREW,"Marry, I saw your niece do more favours to the"
104327,104328,Twelfth Night,4.0,3.2.5,SIR ANDREW,"count's serving-man than ever she bestowed upon me,"
104328,104329,Twelfth Night,4.0,3.2.6,SIR ANDREW,I saw't i' the orchard.
104329,104330,Twelfth Night,5.0,3.2.7,SIR TOBY BELCH,"Did she see thee the while, old boy? tell me that."
104330,104331,Twelfth Night,6.0,3.2.8,SIR ANDREW,As plain as I see you now.
104331,104332,Twelfth Night,7.0,3.2.9,FABIAN,This was a great argument of love in her toward you.
104332,104333,Twelfth Night,8.0,3.2.10,SIR ANDREW,"'Slight, will you make an ass o' me?"
104333,104334,Twelfth Night,9.0,3.2.11,FABIAN,"I will prove it legitimate, sir, upon the oaths of"
104334,104335,Twelfth Night,9.0,3.2.12,FABIAN,judgment and reason.
104335,104336,Twelfth Night,10.0,3.2.13,SIR TOBY BELCH,And they have been grand-jury-men since before Noah
104336,104337,Twelfth Night,10.0,3.2.14,SIR TOBY BELCH,was a sailor.
104337,104338,Twelfth Night,11.0,3.2.15,FABIAN,She did show favour to the youth in your sight only
104338,104339,Twelfth Night,11.0,3.2.16,FABIAN,"to exasperate you, to awake your dormouse valour, to"
104339,104340,Twelfth Night,11.0,3.2.17,FABIAN,put fire in your heart and brimstone in your liver.
104340,104341,Twelfth Night,11.0,3.2.18,FABIAN,"You should then have accosted her, and with some"
104341,104342,Twelfth Night,11.0,3.2.19,FABIAN,"excellent jests, fire-new from the mint, you should"
104342,104343,Twelfth Night,11.0,3.2.20,FABIAN,have banged the youth into dumbness. This was
104343,104344,Twelfth Night,11.0,3.2.21,FABIAN,"looked for at your hand, and this was balked: the"
104344,104345,Twelfth Night,11.0,3.2.22,FABIAN,double gilt of this opportunity you let time wash
104345,104346,Twelfth Night,11.0,3.2.23,FABIAN,"off, and you are now sailed into the north of my"
104346,104347,Twelfth Night,11.0,3.2.24,FABIAN,"lady's opinion, where you will hang like an icicle"
104347,104348,Twelfth Night,11.0,3.2.25,FABIAN,"on a Dutchman's beard, unless you do redeem it by"
104348,104349,Twelfth Night,11.0,3.2.26,FABIAN,some laudable attempt either of valour or policy.
104349,104350,Twelfth Night,12.0,3.2.27,SIR ANDREW,"An't be any way, it must be with valour, for policy"
104350,104351,Twelfth Night,12.0,3.2.28,SIR ANDREW,I hate: I had as lief be a Brownist as a
104351,104352,Twelfth Night,12.0,3.2.29,SIR ANDREW,politician.
104352,104353,Twelfth Night,13.0,3.2.30,SIR TOBY BELCH,"Why, then, build me thy fortunes upon the basis of"
104353,104354,Twelfth Night,13.0,3.2.31,SIR TOBY BELCH,valour. Challenge me the count's youth to fight
104354,104355,Twelfth Night,13.0,3.2.32,SIR TOBY BELCH,"with him, hurt him in eleven places: my niece shall"
104355,104356,Twelfth Night,13.0,3.2.33,SIR TOBY BELCH,"take note of it, and assure thyself, there is no"
104356,104357,Twelfth Night,13.0,3.2.34,SIR TOBY BELCH,love-broker in the world can more prevail in man's
104357,104358,Twelfth Night,13.0,3.2.35,SIR TOBY BELCH,commendation with woman than report of valour.
104358,104359,Twelfth Night,14.0,3.2.36,FABIAN,"There is no way but this, Sir Andrew."
104359,104360,Twelfth Night,15.0,3.2.37,SIR ANDREW,Will either of you bear me a challenge to him?
104360,104361,Twelfth Night,16.0,3.2.38,SIR TOBY BELCH,"Go, write it in a martial hand, be curst and brief,"
104361,104362,Twelfth Night,16.0,3.2.39,SIR TOBY BELCH,"it is no matter how witty, so it be eloquent and fun"
104362,104363,Twelfth Night,16.0,3.2.40,SIR TOBY BELCH,of invention: taunt him with the licence of ink:
104363,104364,Twelfth Night,16.0,3.2.41,SIR TOBY BELCH,"if thou thou'st him some thrice, it shall not be"
104364,104365,Twelfth Night,16.0,3.2.42,SIR TOBY BELCH,"amiss, and as many lies as will lie in thy sheet of"
104365,104366,Twelfth Night,16.0,3.2.43,SIR TOBY BELCH,"paper, although the sheet were big enough for the"
104366,104367,Twelfth Night,16.0,3.2.44,SIR TOBY BELCH,"bed of Ware in England, set 'em down: go, about it."
104367,104368,Twelfth Night,16.0,3.2.45,SIR TOBY BELCH,"Let there be gall enough in thy ink, though thou"
104368,104369,Twelfth Night,16.0,3.2.46,SIR TOBY BELCH,"write with a goose-pen, no matter: about it."
104369,104370,Twelfth Night,17.0,3.2.47,SIR ANDREW,Where shall I find you?
104370,104371,Twelfth Night,18.0,3.2.48,SIR TOBY BELCH,We'll call thee at the cubiculo: go.
104371,104372,Twelfth Night,18.0,,SIR TOBY BELCH,Exit SIR ANDREW
104372,104373,Twelfth Night,19.0,3.2.49,FABIAN,"This is a dear manikin to you, Sir Toby."
104373,104374,Twelfth Night,20.0,3.2.50,SIR TOBY BELCH,"I have been dear to him, lad, some two thousand"
104374,104375,Twelfth Night,20.0,3.2.51,SIR TOBY BELCH,"strong, or so."
104375,104376,Twelfth Night,21.0,3.2.52,FABIAN,We shall have a rare letter from him: but you'll
104376,104377,Twelfth Night,21.0,3.2.53,FABIAN,not deliver't?
104377,104378,Twelfth Night,22.0,3.2.54,SIR TOBY BELCH,"Never trust me, then, and by all means stir on the"
104378,104379,Twelfth Night,22.0,3.2.55,SIR TOBY BELCH,youth to an answer. I think oxen and wainropes
104379,104380,Twelfth Night,22.0,3.2.56,SIR TOBY BELCH,"cannot hale them together. For Andrew, if he were"
104380,104381,Twelfth Night,22.0,3.2.57,SIR TOBY BELCH,"opened, and you find so much blood in his liver as"
104381,104382,Twelfth Night,22.0,3.2.58,SIR TOBY BELCH,"will clog the foot of a flea, I'll eat the rest of"
104382,104383,Twelfth Night,22.0,3.2.59,SIR TOBY BELCH,the anatomy.
104383,104384,Twelfth Night,23.0,3.2.60,FABIAN,"And his opposite, the youth, bears in his visage no"
104384,104385,Twelfth Night,23.0,3.2.61,FABIAN,great presage of cruelty.
104385,104386,Twelfth Night,23.0,,FABIAN,Enter MARIA
104386,104387,Twelfth Night,24.0,3.2.62,SIR TOBY BELCH,"Look, where the youngest wren of nine comes."
104387,104388,Twelfth Night,25.0,3.2.63,MARIA,"If you desire the spleen, and will laugh yourself"
104388,104389,Twelfth Night,25.0,3.2.64,MARIA,"into stitches, follow me. Yond gull Malvolio is"
104389,104390,Twelfth Night,25.0,3.2.65,MARIA,"turned heathen, a very renegado, for there is no"
104390,104391,Twelfth Night,25.0,3.2.66,MARIA,"Christian, that means to be saved by believing"
104391,104392,Twelfth Night,25.0,3.2.67,MARIA,"rightly, can ever believe such impossible passages"
104392,104393,Twelfth Night,25.0,3.2.68,MARIA,of grossness. He's in yellow stockings.
104393,104394,Twelfth Night,26.0,3.2.69,SIR TOBY BELCH,And cross-gartered?
104394,104395,Twelfth Night,27.0,3.2.70,MARIA,"Most villanously, like a pedant that keeps a school"
104395,104396,Twelfth Night,27.0,3.2.71,MARIA,"i' the church. I have dogged him, like his"
104396,104397,Twelfth Night,27.0,3.2.72,MARIA,murderer. He does obey every point of the letter
104397,104398,Twelfth Night,27.0,3.2.73,MARIA,that I dropped to betray him: he does smile his
104398,104399,Twelfth Night,27.0,3.2.74,MARIA,face into more lines than is in the new map with the
104399,104400,Twelfth Night,27.0,3.2.75,MARIA,augmentation of the Indies: you have not seen such
104400,104401,Twelfth Night,27.0,3.2.76,MARIA,a thing as 'tis. I can hardly forbear hurling things
104401,104402,Twelfth Night,27.0,3.2.77,MARIA,"at him. I know my lady will strike him: if she do,"
104402,104403,Twelfth Night,27.0,3.2.78,MARIA,he'll smile and take't for a great favour.
104403,104404,Twelfth Night,28.0,3.2.79,SIR TOBY BELCH,"Come, bring us, bring us where he is."
104404,104405,Twelfth Night,28.0,,SIR TOBY BELCH,Exeunt
104405,104406,Twelfth Night,28.0,,SIR TOBY BELCH,SCENE III. A street.
104406,104407,Twelfth Night,28.0,,SIR TOBY BELCH,Enter SEBASTIAN and ANTONIO
104407,104408,Twelfth Night,1.0,3.3.1,SEBASTIAN,"I would not by my will have troubled you,"
104408,104409,Twelfth Night,1.0,3.3.2,SEBASTIAN,"But, since you make your pleasure of your pains,"
104409,104410,Twelfth Night,1.0,3.3.3,SEBASTIAN,I will no further chide you.
104410,104411,Twelfth Night,2.0,3.3.4,ANTONIO,"I could not stay behind you: my desire,"
104411,104412,Twelfth Night,2.0,3.3.5,ANTONIO,"More sharp than filed steel, did spur me forth,"
104412,104413,Twelfth Night,2.0,3.3.6,ANTONIO,"And not all love to see you, though so much"
104413,104414,Twelfth Night,2.0,3.3.7,ANTONIO,"As might have drawn one to a longer voyage,"
104414,104415,Twelfth Night,2.0,3.3.8,ANTONIO,"But jealousy what might befall your travel,"
104415,104416,Twelfth Night,2.0,3.3.9,ANTONIO,"Being skilless in these parts, which to a stranger,"
104416,104417,Twelfth Night,2.0,3.3.10,ANTONIO,"Unguided and unfriended, often prove"
104417,104418,Twelfth Night,2.0,3.3.11,ANTONIO,"Rough and unhospitable: my willing love,"
104418,104419,Twelfth Night,2.0,3.3.12,ANTONIO,"The rather by these arguments of fear,"
104419,104420,Twelfth Night,2.0,3.3.13,ANTONIO,Set forth in your pursuit.
104420,104421,Twelfth Night,3.0,3.3.14,SEBASTIAN,"My kind Antonio,"
104421,104422,Twelfth Night,3.0,3.3.15,SEBASTIAN,"I can no other answer make but thanks,"
104422,104423,Twelfth Night,3.0,3.3.16,SEBASTIAN,"And thanks, and ever [         ] oft good turns"
104423,104424,Twelfth Night,3.0,3.3.17,SEBASTIAN,Are shuffled off with such uncurrent pay:
104424,104425,Twelfth Night,3.0,3.3.18,SEBASTIAN,"But, were my worth as is my conscience firm,"
104425,104426,Twelfth Night,3.0,3.3.19,SEBASTIAN,You should find better dealing. What's to do?
104426,104427,Twelfth Night,3.0,3.3.20,SEBASTIAN,Shall we go see the reliques of this town?
104427,104428,Twelfth Night,4.0,3.3.21,ANTONIO,"To-morrow, sir: best first go see your lodging."
104428,104429,Twelfth Night,5.0,3.3.22,SEBASTIAN,"I am not weary, and 'tis long to night:"
104429,104430,Twelfth Night,5.0,3.3.23,SEBASTIAN,"I pray you, let us satisfy our eyes"
104430,104431,Twelfth Night,5.0,3.3.24,SEBASTIAN,With the memorials and the things of fame
104431,104432,Twelfth Night,5.0,3.3.25,SEBASTIAN,That do renown this city.
104432,104433,Twelfth Night,6.0,3.3.26,ANTONIO,"Would you'ld pardon me,"
104433,104434,Twelfth Night,6.0,3.3.27,ANTONIO,I do not without danger walk these streets:
104434,104435,Twelfth Night,6.0,3.3.28,ANTONIO,"Once, in a sea-fight, 'gainst the count his galleys"
104435,104436,Twelfth Night,6.0,3.3.29,ANTONIO,"I did some service, of such note indeed,"
104436,104437,Twelfth Night,6.0,3.3.30,ANTONIO,That were I ta'en here it would scarce be answer'd.
104437,104438,Twelfth Night,7.0,3.3.31,SEBASTIAN,Belike you slew great number of his people.
104438,104439,Twelfth Night,8.0,3.3.32,ANTONIO,"The offence is not of such a bloody nature,"
104439,104440,Twelfth Night,8.0,3.3.33,ANTONIO,Albeit the quality of the time and quarrel
104440,104441,Twelfth Night,8.0,3.3.34,ANTONIO,Might well have given us bloody argument.
104441,104442,Twelfth Night,8.0,3.3.35,ANTONIO,It might have since been answer'd in repaying
104442,104443,Twelfth Night,8.0,3.3.36,ANTONIO,"What we took from them, which, for traffic's sake,"
104443,104444,Twelfth Night,8.0,3.3.37,ANTONIO,"Most of our city did: only myself stood out,"
104444,104445,Twelfth Night,8.0,3.3.38,ANTONIO,"For which, if I be lapsed in this place,"
104445,104446,Twelfth Night,8.0,3.3.39,ANTONIO,I shall pay dear.
104446,104447,Twelfth Night,9.0,3.3.40,SEBASTIAN,Do not then walk too open.
104447,104448,Twelfth Night,10.0,3.3.41,ANTONIO,"It doth not fit me. Hold, sir, here's my purse."
104448,104449,Twelfth Night,10.0,3.3.42,ANTONIO,"In the south suburbs, at the Elephant,"
104449,104450,Twelfth Night,10.0,3.3.43,ANTONIO,"Is best to lodge: I will bespeak our diet,"
104450,104451,Twelfth Night,10.0,3.3.44,ANTONIO,Whiles you beguile the time and feed your knowledge
104451,104452,Twelfth Night,10.0,3.3.45,ANTONIO,With viewing of the town: there shall you have me.
104452,104453,Twelfth Night,11.0,3.3.46,SEBASTIAN,Why I your purse?
104453,104454,Twelfth Night,12.0,3.3.47,ANTONIO,Haply your eye shall light upon some toy
104454,104455,Twelfth Night,12.0,3.3.48,ANTONIO,"You have desire to purchase, and your store,"
104455,104456,Twelfth Night,12.0,3.3.49,ANTONIO,"I think, is not for idle markets, sir."
104456,104457,Twelfth Night,13.0,3.3.50,SEBASTIAN,I'll be your purse-bearer and leave you
104457,104458,Twelfth Night,13.0,3.3.51,SEBASTIAN,For an hour.
104458,104459,Twelfth Night,14.0,3.3.52,ANTONIO,To the Elephant.
104459,104460,Twelfth Night,15.0,3.3.53,SEBASTIAN,I do remember.
104460,104461,Twelfth Night,15.0,,SEBASTIAN,Exeunt
104461,104462,Twelfth Night,15.0,,SEBASTIAN,SCENE IV. OLIVIA's garden.
104462,104463,Twelfth Night,15.0,,SEBASTIAN,Enter OLIVIA and MARIA
104463,104464,Twelfth Night,1.0,3.4.1,OLIVIA,"I have sent after him: he says he'll come,"
104464,104465,Twelfth Night,1.0,3.4.2,OLIVIA,How shall I feast him? what bestow of him?
104465,104466,Twelfth Night,1.0,3.4.3,OLIVIA,For youth is bought more oft than begg'd or borrow'd.
104466,104467,Twelfth Night,1.0,3.4.4,OLIVIA,I speak too loud.
104467,104468,Twelfth Night,1.0,3.4.5,OLIVIA,"Where is Malvolio? he is sad and civil,"
104468,104469,Twelfth Night,1.0,3.4.6,OLIVIA,And suits well for a servant with my fortunes:
104469,104470,Twelfth Night,1.0,3.4.7,OLIVIA,Where is Malvolio?
104470,104471,Twelfth Night,2.0,3.4.8,MARIA,"He's coming, madam, but in very strange manner. He"
104471,104472,Twelfth Night,2.0,3.4.9,MARIA,"is, sure, possessed, madam."
104472,104473,Twelfth Night,3.0,3.4.10,OLIVIA,"Why, what's the matter? does he rave?"
104473,104474,Twelfth Night,4.0,3.4.11,MARIA,"No. madam, he does nothing but smile: your"
104474,104475,Twelfth Night,4.0,3.4.12,MARIA,"ladyship were best to have some guard about you, if"
104475,104476,Twelfth Night,4.0,3.4.13,MARIA,"he come, for, sure, the man is tainted in's wits."
104476,104477,Twelfth Night,5.0,3.4.14,OLIVIA,Go call him hither.
104477,104478,Twelfth Night,5.0,,OLIVIA,Exit MARIA
104478,104479,Twelfth Night,5.0,3.4.15,OLIVIA,"I am as mad as he,"
104479,104480,Twelfth Night,5.0,3.4.16,OLIVIA,If sad and merry madness equal be.
104480,104481,Twelfth Night,5.0,,OLIVIA,"Re-enter MARIA, with MALVOLIO"
104481,104482,Twelfth Night,5.0,3.4.17,OLIVIA,"How now, Malvolio!"
104482,104483,Twelfth Night,6.0,3.4.18,MALVOLIO,"Sweet lady, ho, ho."
104483,104484,Twelfth Night,7.0,3.4.19,OLIVIA,Smilest thou?
104484,104485,Twelfth Night,7.0,3.4.20,OLIVIA,I sent for thee upon a sad occasion.
104485,104486,Twelfth Night,8.0,3.4.21,MALVOLIO,"Sad, lady! I could be sad: this does make some"
104486,104487,Twelfth Night,8.0,3.4.22,MALVOLIO,"obstruction in the blood, this cross-gartering, but"
104487,104488,Twelfth Night,8.0,3.4.23,MALVOLIO,"what of that? if it please the eye of one, it is"
104488,104489,Twelfth Night,8.0,3.4.24,MALVOLIO,"with me as the very true sonnet is, 'Please one, and"
104489,104490,Twelfth Night,8.0,3.4.25,MALVOLIO,please all.'
104490,104491,Twelfth Night,9.0,3.4.26,OLIVIA,"Why, how dost thou, man? what is the matter with thee?"
104491,104492,Twelfth Night,10.0,3.4.27,MALVOLIO,"Not black in my mind, though yellow in my legs. It"
104492,104493,Twelfth Night,10.0,3.4.28,MALVOLIO,"did come to his hands, and commands shall be"
104493,104494,Twelfth Night,10.0,3.4.29,MALVOLIO,executed: I think we do know the sweet Roman hand.
104494,104495,Twelfth Night,11.0,3.4.30,OLIVIA,"Wilt thou go to bed, Malvolio?"
104495,104496,Twelfth Night,12.0,3.4.31,MALVOLIO,"To bed! ay, sweet-heart, and I'll come to thee."
104496,104497,Twelfth Night,13.0,3.4.32,OLIVIA,God comfort thee! Why dost thou smile so and kiss
104497,104498,Twelfth Night,13.0,3.4.33,OLIVIA,thy hand so oft?
104498,104499,Twelfth Night,14.0,3.4.34,MARIA,"How do you, Malvolio?"
104499,104500,Twelfth Night,15.0,3.4.35,MALVOLIO,"At your request! yes, nightingales answer daws."
104500,104501,Twelfth Night,16.0,3.4.36,MARIA,Why appear you with this ridiculous boldness before my lady?
104501,104502,Twelfth Night,17.0,3.4.37,MALVOLIO,'Be not afraid of greatness:' 'twas well writ.
104502,104503,Twelfth Night,18.0,3.4.38,OLIVIA,"What meanest thou by that, Malvolio?"
104503,104504,Twelfth Night,19.0,3.4.39,MALVOLIO,"'Some are born great,'--"
104504,104505,Twelfth Night,20.0,3.4.40,OLIVIA,Ha!
104505,104506,Twelfth Night,21.0,3.4.41,MALVOLIO,"'Some achieve greatness,'--"
104506,104507,Twelfth Night,22.0,3.4.42,OLIVIA,What sayest thou?
104507,104508,Twelfth Night,23.0,3.4.43,MALVOLIO,'And some have greatness thrust upon them.'
104508,104509,Twelfth Night,24.0,3.4.44,OLIVIA,Heaven restore thee!
104509,104510,Twelfth Night,25.0,3.4.45,MALVOLIO,"'Remember who commended thy yellow stocking s,'--"
104510,104511,Twelfth Night,26.0,3.4.46,OLIVIA,Thy yellow stockings!
104511,104512,Twelfth Night,27.0,3.4.47,MALVOLIO,'And wished to see thee cross-gartered.'
104512,104513,Twelfth Night,28.0,3.4.48,OLIVIA,Cross-gartered!
104513,104514,Twelfth Night,29.0,3.4.49,MALVOLIO,"'Go to thou art made, if thou desirest to be so,'--"
104514,104515,Twelfth Night,30.0,3.4.50,OLIVIA,Am I made?
104515,104516,Twelfth Night,31.0,3.4.51,MALVOLIO,"'If not, let me see thee a servant still.'"
104516,104517,Twelfth Night,32.0,3.4.52,OLIVIA,"Why, this is very midsummer madness."
104517,104518,Twelfth Night,32.0,,OLIVIA,Enter Servant
104518,104519,Twelfth Night,33.0,3.4.53,Servant,"Madam, the young gentleman of the Count Orsino's is"
104519,104520,Twelfth Night,33.0,3.4.54,Servant,returned: I could hardly entreat him back: he
104520,104521,Twelfth Night,33.0,3.4.55,Servant,attends your ladyship's pleasure.
104521,104522,Twelfth Night,34.0,3.4.56,OLIVIA,I'll come to him.
104522,104523,Twelfth Night,34.0,,OLIVIA,Exit Servant
104523,104524,Twelfth Night,34.0,3.4.57,OLIVIA,"Good Maria, let this fellow be looked to. Where's"
104524,104525,Twelfth Night,34.0,3.4.58,OLIVIA,my cousin Toby? Let some of my people have a special
104525,104526,Twelfth Night,34.0,3.4.59,OLIVIA,care of him: I would not have him miscarry for the
104526,104527,Twelfth Night,34.0,3.4.60,OLIVIA,half of my dowry.
104527,104528,Twelfth Night,34.0,,OLIVIA,Exeunt OLIVIA and MARIA
104528,104529,Twelfth Night,35.0,3.4.61,MALVOLIO,"O, ho! do you come near me now? no worse man than"
104529,104530,Twelfth Night,35.0,3.4.62,MALVOLIO,Sir Toby to look to me! This concurs directly with
104530,104531,Twelfth Night,35.0,3.4.63,MALVOLIO,"the letter: she sends him on purpose, that I may"
104531,104532,Twelfth Night,35.0,3.4.64,MALVOLIO,"appear stubborn to him, for she incites me to that"
104532,104533,Twelfth Night,35.0,3.4.65,MALVOLIO,"in the letter. 'Cast thy humble slough,' says she,"
104533,104534,Twelfth Night,35.0,3.4.66,MALVOLIO,"'be opposite with a kinsman, surly with servants,"
104534,104535,Twelfth Night,35.0,3.4.67,MALVOLIO,"let thy tongue tang with arguments of state, put"
104535,104536,Twelfth Night,35.0,3.4.68,MALVOLIO,"thyself into the trick of singularity,' and"
104536,104537,Twelfth Night,35.0,3.4.69,MALVOLIO,"consequently sets down the manner how, as, a sad"
104537,104538,Twelfth Night,35.0,3.4.70,MALVOLIO,"face, a reverend carriage, a slow tongue, in the"
104538,104539,Twelfth Night,35.0,3.4.71,MALVOLIO,"habit of some sir of note, and so forth. I have"
104539,104540,Twelfth Night,35.0,3.4.72,MALVOLIO,"limed her, but it is Jove's doing, and Jove make me"
104540,104541,Twelfth Night,35.0,3.4.73,MALVOLIO,"thankful! And when she went away now, 'Let this"
104541,104542,Twelfth Night,35.0,3.4.74,MALVOLIO,"fellow be looked to:' fellow! not Malvolio, nor"
104542,104543,Twelfth Night,35.0,3.4.75,MALVOLIO,"after my degree, but fellow. Why, every thing"
104543,104544,Twelfth Night,35.0,3.4.76,MALVOLIO,"adheres together, that no dram of a scruple, no"
104544,104545,Twelfth Night,35.0,3.4.77,MALVOLIO,"scruple of a scruple, no obstacle, no incredulous"
104545,104546,Twelfth Night,35.0,3.4.78,MALVOLIO,or unsafe circumstance--What can be said? Nothing
104546,104547,Twelfth Night,35.0,3.4.79,MALVOLIO,that can be can come between me and the full
104547,104548,Twelfth Night,35.0,3.4.80,MALVOLIO,"prospect of my hopes. Well, Jove, not I, is the"
104548,104549,Twelfth Night,35.0,3.4.81,MALVOLIO,"doer of this, and he is to be thanked."
104549,104550,Twelfth Night,35.0,,MALVOLIO,"Re-enter MARIA, with SIR TOBY BELCH and FABIAN"
104550,104551,Twelfth Night,36.0,3.4.82,SIR TOBY BELCH,"Which way is he, in the name of sanctity? If all"
104551,104552,Twelfth Night,36.0,3.4.83,SIR TOBY BELCH,"the devils of hell be drawn in little, and Legion"
104552,104553,Twelfth Night,36.0,3.4.84,SIR TOBY BELCH,"himself possessed him, yet I'll speak to him."
104553,104554,Twelfth Night,37.0,3.4.85,FABIAN,"Here he is, here he is. How is't with you, sir?"
104554,104555,Twelfth Night,37.0,3.4.86,FABIAN,"how is't with you, man?"
104555,104556,Twelfth Night,38.0,3.4.87,MALVOLIO,"Go off, I discard you: let me enjoy my private: go"
104556,104557,Twelfth Night,38.0,3.4.88,MALVOLIO,off.
104557,104558,Twelfth Night,39.0,3.4.89,MARIA,"Lo, how hollow the fiend speaks within him! did not"
104558,104559,Twelfth Night,39.0,3.4.90,MARIA,"I tell you? Sir Toby, my lady prays you to have a"
104559,104560,Twelfth Night,39.0,3.4.91,MARIA,care of him.
104560,104561,Twelfth Night,40.0,3.4.92,MALVOLIO,"Ah, ha! does she so?"
104561,104562,Twelfth Night,41.0,3.4.93,SIR TOBY BELCH,"Go to, go to, peace, peace, we must deal gently"
104562,104563,Twelfth Night,41.0,3.4.94,SIR TOBY BELCH,"with him: let me alone. How do you, Malvolio? how"
104563,104564,Twelfth Night,41.0,3.4.95,SIR TOBY BELCH,"is't with you? What, man! defy the devil:"
104564,104565,Twelfth Night,41.0,3.4.96,SIR TOBY BELCH,"consider, he's an enemy to mankind."
104565,104566,Twelfth Night,42.0,3.4.97,MALVOLIO,Do you know what you say?
104566,104567,Twelfth Night,43.0,3.4.98,MARIA,"La you, an you speak ill of the devil, how he takes"
104567,104568,Twelfth Night,43.0,3.4.99,MARIA,"it at heart! Pray God, he be not bewitched!"
104568,104569,Twelfth Night,44.0,3.4.100,FABIAN,Carry his water to the wise woman.
104569,104570,Twelfth Night,45.0,3.4.101,MARIA,"Marry, and it shall be done to-morrow morning, if I"
104570,104571,Twelfth Night,45.0,3.4.102,MARIA,live. My lady would not lose him for more than I'll say.
104571,104572,Twelfth Night,46.0,3.4.103,MALVOLIO,"How now, mistress!"
104572,104573,Twelfth Night,47.0,3.4.104,MARIA,O Lord!
104573,104574,Twelfth Night,48.0,3.4.105,SIR TOBY BELCH,"Prithee, hold thy peace, this is not the way: do"
104574,104575,Twelfth Night,48.0,3.4.106,SIR TOBY BELCH,you not see you move him? let me alone with him.
104575,104576,Twelfth Night,49.0,3.4.107,FABIAN,"No way but gentleness, gently, gently: the fiend is"
104576,104577,Twelfth Night,49.0,3.4.108,FABIAN,"rough, and will not be roughly used."
104577,104578,Twelfth Night,50.0,3.4.109,SIR TOBY BELCH,"Why, how now, my bawcock! how dost thou, chuck?"
104578,104579,Twelfth Night,51.0,3.4.110,MALVOLIO,Sir!
104579,104580,Twelfth Night,52.0,3.4.111,SIR TOBY BELCH,"Ay, Biddy, come with me. What, man! 'tis not for"
104580,104581,Twelfth Night,52.0,3.4.112,SIR TOBY BELCH,gravity to play at cherry-pit with Satan: hang
104581,104582,Twelfth Night,52.0,3.4.113,SIR TOBY BELCH,"him, foul collier!"
104582,104583,Twelfth Night,53.0,3.4.114,MARIA,"Get him to say his prayers, good Sir Toby, get him to pray."
104583,104584,Twelfth Night,54.0,3.4.115,MALVOLIO,"My prayers, minx!"
104584,104585,Twelfth Night,55.0,3.4.116,MARIA,"No, I warrant you, he will not hear of godliness."
104585,104586,Twelfth Night,56.0,3.4.117,MALVOLIO,"Go, hang yourselves all! you are idle shallow"
104586,104587,Twelfth Night,56.0,3.4.118,MALVOLIO,things: I am not of your element: you shall know
104587,104588,Twelfth Night,56.0,3.4.119,MALVOLIO,more hereafter.
104588,104589,Twelfth Night,56.0,,MALVOLIO,Exit
104589,104590,Twelfth Night,57.0,3.4.120,SIR TOBY BELCH,Is't possible?
104590,104591,Twelfth Night,58.0,3.4.121,FABIAN,"If this were played upon a stage now, I could"
104591,104592,Twelfth Night,58.0,3.4.122,FABIAN,condemn it as an improbable fiction.
104592,104593,Twelfth Night,59.0,3.4.123,SIR TOBY BELCH,"His very genius hath taken the infection of the device, man."
104593,104594,Twelfth Night,60.0,3.4.124,MARIA,"Nay, pursue him now, lest the device take air and taint."
